"","ACCNIS","BUTBUT","MILMIG","ACCGEN","CIRCYA","ATHNOC","FALSUB","CIRAER","ASIOTU","STRALU","CIRPYG","MILMIL","CIRGAL","FALPER","GYPFUL","FALTIN","PERAPI"
"030363P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030363P03",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030363P04",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"030363P05",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030363P06",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030363P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030363P08",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"030363P09",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030363P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030470P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030470P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030470P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030470P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030470P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030470P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030470P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030470P08",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030470P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030470P10",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030484P01",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030484P02",0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030484P03",0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"030484P04",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030484P05",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"030484P06",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"030484P07",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030484P08",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"030484P09",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030484P10",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"030537P01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030537P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030537P03",0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"030537P04",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030537P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030537P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030537P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030537P08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"030537P09",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030537P10",0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"030582P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030582P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030582P03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"030582P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030582P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030582P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030582P07",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030582P08",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030582P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030582P10",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030640P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030640P02",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030640P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030640P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030640P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030640P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030640P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030640P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030640P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030640P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030686P01",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030686P02",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030686P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030686P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030686P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030686P06",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030686P07",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030686P08",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030686P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"030686P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030689P01",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030689P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030689P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030689P04",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030689P05",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030689P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030689P07",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030689P08",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030689P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030689P10",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"030769P01",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030769P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030769P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030769P04",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030769P05",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030769P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030769P07",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030769P08",0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030769P09",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030769P10",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030950P01",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030950P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030950P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030950P04",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"030950P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030950P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030950P07",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030950P08",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030950P09",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030950P10",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030956P01",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030956P02",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030956P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030956P04",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"030956P05",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030956P06",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030956P07",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030956P08",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030956P09",0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030956P10",0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"030990P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030990P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030990P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030990P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030990P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030990P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030990P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030990P08",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"030990P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"030990P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031383P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031383P02",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031383P03",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031383P04",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031383P05",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031383P06",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"031383P07",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031383P08",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031383P09",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"031383P10",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"031429P01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031429P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031429P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031429P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031429P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031429P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031429P07",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031429P08",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031429P09",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031429P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"031446P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031446P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"031446P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031446P04",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031446P05",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"031446P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031446P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031446P08",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031446P09",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"031446P10",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
"031739P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031739P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031739P03",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"031739P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"031739P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031739P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031739P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031739P08",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031739P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"031739P10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"040558P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"040558P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"040558P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"040558P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"040558P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"040558P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"040558P07",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"040558P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"040558P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"040558P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041445P01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041445P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041445P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041445P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041445P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"041445P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"041445P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041445P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041445P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041445P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041510P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041510P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041510P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041510P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041510P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041510P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041510P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041510P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041510P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"041510P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"060733P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060733P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060733P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"060733P04",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060733P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"060733P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"060733P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060733P08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"060733P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060733P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060867P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060943P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060943P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060943P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060943P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060943P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060943P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060943P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060943P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060943P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060943P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060984P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060984P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060984P03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060984P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060984P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060984P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060984P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060984P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060984P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"060984P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070033P01",0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0
"070033P02",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070033P03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070033P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070033P05",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"070033P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070033P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070033P08",0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070033P09",0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"070033P10",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"070037P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070037P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070037P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"070037P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070037P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070037P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070037P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070037P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070037P09",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070037P10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"070613P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070613P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070613P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070613P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070613P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070613P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070613P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070613P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070613P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070613P10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"070616P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070616P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070616P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070616P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070616P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070616P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070616P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070616P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070616P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070616P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070659P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070659P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070659P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070659P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070659P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070659P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070659P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070659P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070659P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"070659P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070672P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070672P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070672P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070672P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070672P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070672P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070672P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070672P08",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070672P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070672P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070686P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070686P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070686P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070686P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070686P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070686P06",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070686P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070686P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070686P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070686P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070818P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070818P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070818P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070818P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070818P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070818P06",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"070818P07",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"070818P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070818P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"070818P10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"071071P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071071P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071071P03",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071071P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071071P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071071P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071071P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071071P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071071P09",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071071P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071185P01",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"071185P02",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071185P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071185P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071185P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071185P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071185P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071185P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071185P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071185P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071249P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071249P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071249P03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071249P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071249P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"071249P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071249P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071249P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071249P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071249P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071259P01",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071259P02",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071259P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"071259P04",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071259P05",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071259P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071259P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071259P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071259P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"071259P10",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080254P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080254P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080254P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080254P04",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"080254P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080254P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080254P07",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
