"","ACCNIS","BUTBUT","MILMIG","ACCGEN","CIRCYA","ATHNOC","FALSUB","CIRAER","ASIOTU","STRALU","CIRPYG","MILMIL","CIRGAL","FALPER","GYPFUL","FALTIN","PERAPI"
"630461P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630461P03",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630461P04",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630461P05",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630461P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"630461P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630461P08",0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"630461P09",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630461P10",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"630657P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630657P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630657P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630657P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630657P05",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630657P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630657P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630657P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"630657P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"630657P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630781P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630781P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630781P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630781P04",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630781P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630781P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630781P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630781P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630781P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630781P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630839P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630839P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630839P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630839P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630839P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630839P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"630839P07",0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"630839P08",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"630839P09",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"630839P10",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630843P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630843P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630843P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"630843P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630843P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630843P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630843P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630843P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630843P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630843P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630956P01",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630956P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"630956P03",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630956P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630956P05",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"630956P06",0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"630956P07",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630956P08",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"630956P09",0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"630956P10",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631028P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631028P02",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631028P03",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631028P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631028P05",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"631028P06",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631028P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631028P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631028P09",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631028P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631073P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631073P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631073P03",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"631073P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631073P05",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631073P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631073P07",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631073P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631073P09",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631073P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631088P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631088P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631088P03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631088P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631088P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631088P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631088P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631088P08",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631088P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631088P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631099P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631099P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631099P03",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631099P04",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631099P05",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631099P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631099P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631099P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631099P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631099P10",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631155P01",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631155P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631155P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631155P04",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"631155P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631155P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631155P07",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631155P08",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"631155P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631155P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631185P01",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631185P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631185P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631185P04",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631185P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631185P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631185P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631185P08",0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"631185P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631185P10",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631189P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631189P02",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631189P03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631189P04",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631189P05",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631189P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631189P07",0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"631189P08",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631189P09",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"631189P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"631246P01",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"631246P02",0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"631246P03",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"631246P04",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"631246P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631246P06",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"631246P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631246P08",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631246P09",0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,1,0
"631246P10",0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"631281P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631281P02",0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"631281P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631281P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631281P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631281P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631281P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631281P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631281P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631281P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631297P01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631297P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631297P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631297P04",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"631297P05",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"631297P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631297P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631297P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631297P09",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631297P10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631352P01",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"631352P02",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631352P03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631352P04",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631352P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631352P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631352P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631352P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631352P09",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631352P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631519P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631519P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631519P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631519P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631519P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631519P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631519P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631519P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631519P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631519P10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631590P01",0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631590P02",0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"631590P03",0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"631590P04",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"631590P05",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631590P06",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631590P07",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631590P08",1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631590P09",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"631590P10",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"631671P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631671P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631671P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631671P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631671P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631671P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631671P07",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"631671P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631671P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631671P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631714P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631714P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631714P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631714P04",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"631714P05",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631714P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631714P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631714P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631714P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631714P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631782P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631782P02",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631782P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631782P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631782P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631782P06",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631782P07",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"631782P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631782P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631782P10",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"631789P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631789P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631789P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631789P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631789P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631789P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631789P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631789P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631789P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631789P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631998P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631998P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631998P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631998P04",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"631998P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631998P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631998P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631998P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631998P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631998P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640179P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640179P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640179P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640179P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640179P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640179P06",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640179P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640179P08",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640179P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640179P10",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640444P01",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640444P02",0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640444P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640444P04",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640444P05",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640444P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640444P07",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640444P08",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640444P09",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640444P10",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"640708P01",0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640708P02",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640708P03",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640708P04",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"640708P05",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"640708P06",0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"640708P07",0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"640708P08",0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640708P09",0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"640708P10",0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640842P01",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640842P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"640842P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640842P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640842P05",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640842P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640842P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640842P08",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640842P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640842P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641170P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641170P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641170P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641170P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641170P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641170P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641170P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641170P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641170P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641170P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641279P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"641279P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641279P03",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641279P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641279P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641279P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641279P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641279P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641279P09",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641279P10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641396P01",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"641396P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641396P03",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"641396P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641396P05",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"641396P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641396P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641396P08",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641396P09",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641396P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650446P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650446P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650446P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650446P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650446P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650446P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650446P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650446P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650446P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650446P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650541P01",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"650541P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650541P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650541P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650541P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650541P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650541P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650541P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650541P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650541P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650613P01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"650613P02",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650613P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650613P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650613P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650613P06",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650613P07",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650613P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650613P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650613P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660198P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"660198P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"660198P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"660198P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"660198P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"660198P06",0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
"660198P07",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"660198P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
